sentence,gold_pos,gold_dependencies
The movie seems terrible.,"[('The', 'JJ'), ('movie', 'JJ'), ('seems', 'RB'), ('terrible.', 'PRP')]","[('seems', 'seems', 'nsubj'), ('seems', 'The', 'root'), ('movie', 'terrible.', 'obj'), ('The', 'The', 'nsubj')]"
The movie looks terrible.,"[('The', 'DT'), ('movie', 'NN'), ('looks', 'PRP'), ('terrible.', 'RB')]","[('terrible.', 'looks', 'obj'), ('The', 'movie', 'nsubj'), ('terrible.', 'looks', 'root'), ('The', 'looks', 'root')]"
This service feels awful.,"[('This', 'RB'), ('service', 'NN'), ('feels', 'PRP'), ('awful.', 'DT')]","[('awful.', 'service', 'nsubj'), ('feels', 'This', 'root'), ('This', 'This', 'root'), ('awful.', 'awful.', 'root')]"
The movie looks innovative.,"[('The', 'NN'), ('movie', 'VB'), ('looks', 'PRP'), ('innovative.', 'NN')]","[('The', 'looks', 'obj'), ('movie', 'innovative.', 'root'), ('innovative.', 'movie', 'nsubj'), ('The', 'looks', 'nsubj')]"
This design was boring.,"[('This', 'NN'), ('design', 'RB'), ('was', 'RB'), ('boring.', 'DT')]","[('was', 'was', 'nsubj'), ('boring.', 'design', 'root'), ('This', 'was', 'obj'), ('boring.', 'boring.', 'nsubj')]"
The movie is innovative.,"[('The', 'DT'), ('movie', 'JJ'), ('is', 'VB'), ('innovative.', 'NN')]","[('The', 'movie', 'nsubj'), ('is', 'is', 'nsubj'), ('The', 'is', 'nsubj'), ('The', 'The', 'nsubj')]"
This design was amazing.,"[('This', 'VB'), ('design', 'VB'), ('was', 'VB'), ('amazing.', 'NN')]","[('This', 'This', 'nsubj'), ('design', 'amazing.', 'obj'), ('This', 'amazing.', 'root'), ('was', 'This', 'root')]"
This service was boring.,"[('This', 'JJ'), ('service', 'VB'), ('was', 'PRP'), ('boring.', 'VB')]","[('boring.', 'boring.', 'nsubj'), ('was', 'boring.', 'obj'), ('boring.', 'This', 'root'), ('was', 'was', 'nsubj')]"
This service seems mediocre.,"[('This', 'PRP'), ('service', 'PRP'), ('seems', 'PRP'), ('mediocre.', 'PRP')]","[('This', 'mediocre.', 'root'), ('mediocre.', 'service', 'root'), ('seems', 'This', 'root'), ('seems', 'seems', 'root')]"
This design looks great.,"[('This', 'VB'), ('design', 'NN'), ('looks', 'VB'), ('great.', 'PRP')]","[('design', 'looks', 'obj'), ('looks', 'great.', 'obj'), ('This', 'This', 'nsubj'), ('looks', 'great.', 'obj')]"
This service feels mediocre.,"[('This', 'DT'), ('service', 'RB'), ('feels', 'RB'), ('mediocre.', 'JJ')]","[('mediocre.', 'This', 'nsubj'), ('service', 'This', 'root'), ('feels', 'service', 'nsubj'), ('This', 'service', 'obj')]"
The product feels great.,"[('The', 'RB'), ('product', 'PRP'), ('feels', 'DT'), ('great.', 'NN')]","[('great.', 'feels', 'root'), ('The', 'great.', 'nsubj'), ('The', 'product', 'nsubj'), ('product', 'great.', 'obj')]"
This design was great.,"[('This', 'VB'), ('design', 'VB'), ('was', 'JJ'), ('great.', 'VB')]","[('was', 'design', 'nsubj'), ('great.', 'great.', 'nsubj'), ('design', 'was', 'obj'), ('great.', 'was', 'root')]"
This design feels mediocre.,"[('This', 'PRP'), ('design', 'RB'), ('feels', 'NN'), ('mediocre.', 'VB')]","[('This', 'design', 'obj'), ('feels', 'This', 'nsubj'), ('feels', 'feels', 'nsubj'), ('design', 'This', 'root')]"
The product seems mediocre.,"[('The', 'PRP'), ('product', 'RB'), ('seems', 'RB'), ('mediocre.', 'RB')]","[('product', 'mediocre.', 'root'), ('product', 'The', 'obj'), ('product', 'mediocre.', 'nsubj'), ('seems', 'seems', 'root')]"
The product is innovative.,"[('The', 'VB'), ('product', 'DT'), ('is', 'RB'), ('innovative.', 'VB')]","[('is', 'product', 'nsubj'), ('product', 'innovative.', 'obj'), ('product', 'The', 'obj'), ('product', 'is', 'obj')]"
The product is boring.,"[('The', 'VB'), ('product', 'RB'), ('is', 'JJ'), ('boring.', 'NN')]","[('product', 'The', 'root'), ('is', 'The', 'root'), ('product', 'product', 'obj'), ('boring.', 'The', 'obj')]"
This service was mediocre.,"[('This', 'PRP'), ('service', 'VB'), ('was', 'VB'), ('mediocre.', 'NN')]","[('mediocre.', 'mediocre.', 'root'), ('This', 'service', 'obj'), ('was', 'This', 'obj'), ('was', 'was', 'obj')]"
The app seems fantastic.,"[('The', 'RB'), ('app', 'RB'), ('seems', 'VB'), ('fantastic.', 'JJ')]","[('seems', 'fantastic.', 'nsubj'), ('app', 'seems', 'nsubj'), ('app', 'The', 'obj'), ('fantastic.', 'seems', 'nsubj')]"
The experience is terrible.,"[('The', 'RB'), ('experience', 'VB'), ('is', 'PRP'), ('terrible.', 'PRP')]","[('terrible.', 'The', 'root'), ('terrible.', 'experience', 'nsubj'), ('terrible.', 'is', 'root'), ('is', 'experience', 'root')]"
The app looks amazing.,"[('The', 'PRP'), ('app', 'PRP'), ('looks', 'NN'), ('amazing.', 'PRP')]","[('app', 'looks', 'nsubj'), ('looks', 'amazing.', 'root'), ('looks', 'looks', 'obj'), ('app', 'amazing.', 'obj')]"
The app looks terrible.,"[('The', 'PRP'), ('app', 'JJ'), ('looks', 'DT'), ('terrible.', 'RB')]","[('terrible.', 'terrible.', 'root'), ('looks', 'app', 'obj'), ('terrible.', 'terrible.', 'root'), ('looks', 'The', 'obj')]"
This design seems awful.,"[('This', 'PRP'), ('design', 'RB'), ('seems', 'VB'), ('awful.', 'VB')]","[('awful.', 'This', 'root'), ('seems', 'awful.', 'obj'), ('seems', 'seems', 'obj'), ('awful.', 'seems', 'nsubj')]"
This design is great.,"[('This', 'PRP'), ('design', 'NN'), ('is', 'NN'), ('great.', 'DT')]","[('is', 'design', 'obj'), ('design', 'is', 'nsubj'), ('great.', 'great.', 'root'), ('great.', 'This', 'nsubj')]"
The app seems innovative.,"[('The', 'NN'), ('app', 'VB'), ('seems', 'VB'), ('innovative.', 'NN')]","[('seems', 'The', 'nsubj'), ('innovative.', 'innovative.', 'root'), ('seems', 'seems', 'nsubj'), ('seems', 'app', 'obj')]"
The movie feels fantastic.,"[('The', 'DT'), ('movie', 'RB'), ('feels', 'JJ'), ('fantastic.', 'VB')]","[('The', 'fantastic.', 'root'), ('feels', 'fantastic.', 'obj'), ('movie', 'movie', 'nsubj'), ('fantastic.', 'feels', 'obj')]"
The app feels awful.,"[('The', 'NN'), ('app', 'NN'), ('feels', 'RB'), ('awful.', 'VB')]","[('awful.', 'The', 'root'), ('The', 'The', 'root'), ('app', 'app', 'obj'), ('The', 'feels', 'obj')]"
The experience is great.,"[('The', 'VB'), ('experience', 'RB'), ('is', 'JJ'), ('great.', 'PRP')]","[('experience', 'The', 'obj'), ('The', 'great.', 'root'), ('is', 'experience', 'root'), ('is', 'The', 'root')]"
This design looks mediocre.,"[('This', 'VB'), ('design', 'NN'), ('looks', 'JJ'), ('mediocre.', 'PRP')]","[('mediocre.', 'mediocre.', 'nsubj'), ('looks', 'looks', 'nsubj'), ('This', 'This', 'obj'), ('looks', 'looks', 'nsubj')]"
The app looks terrible.,"[('The', 'RB'), ('app', 'RB'), ('looks', 'DT'), ('terrible.', 'DT')]","[('looks', 'app', 'root'), ('The', 'terrible.', 'obj'), ('app', 'looks', 'root'), ('looks', 'terrible.', 'obj')]"
This design looks terrible.,"[('This', 'PRP'), ('design', 'DT'), ('looks', 'PRP'), ('terrible.', 'JJ')]","[('design', 'design', 'root'), ('terrible.', 'terrible.', 'obj'), ('terrible.', 'looks', 'root'), ('looks', 'terrible.', 'obj')]"
This design looks awful.,"[('This', 'VB'), ('design', 'NN'), ('looks', 'VB'), ('awful.', 'JJ')]","[('awful.', 'This', 'nsubj'), ('looks', 'design', 'nsubj'), ('This', 'design', 'obj'), ('This', 'design', 'root')]"
The app is amazing.,"[('The', 'DT'), ('app', 'RB'), ('is', 'VB'), ('amazing.', 'VB')]","[('amazing.', 'The', 'nsubj'), ('The', 'is', 'nsubj'), ('amazing.', 'The', 'obj'), ('amazing.', 'is', 'obj')]"
This design feels terrible.,"[('This', 'PRP'), ('design', 'VB'), ('feels', 'NN'), ('terrible.', 'DT')]","[('This', 'feels', 'nsubj'), ('terrible.', 'terrible.', 'root'), ('terrible.', 'terrible.', 'obj'), ('feels', 'terrible.', 'root')]"
The product feels innovative.,"[('The', 'PRP'), ('product', 'RB'), ('feels', 'RB'), ('innovative.', 'DT')]","[('innovative.', 'feels', 'obj'), ('product', 'feels', 'root'), ('innovative.', 'The', 'root'), ('innovative.', 'innovative.', 'obj')]"
This design seems awful.,"[('This', 'PRP'), ('design', 'NN'), ('seems', 'RB'), ('awful.', 'DT')]","[('design', 'awful.', 'nsubj'), ('design', 'This', 'obj'), ('This', 'seems', 'nsubj'), ('This', 'awful.', 'obj')]"
This design seems mediocre.,"[('This', 'VB'), ('design', 'NN'), ('seems', 'NN'), ('mediocre.', 'DT')]","[('design', 'This', 'nsubj'), ('seems', 'seems', 'root'), ('seems', 'seems', 'root'), ('design', 'seems', 'nsubj')]"
This design seems great.,"[('This', 'PRP'), ('design', 'VB'), ('seems', 'DT'), ('great.', 'DT')]","[('seems', 'seems', 'obj'), ('great.', 'seems', 'root'), ('This', 'This', 'nsubj'), ('seems', 'This', 'nsubj')]"
The movie is innovative.,"[('The', 'RB'), ('movie', 'DT'), ('is', 'DT'), ('innovative.', 'VB')]","[('is', 'movie', 'nsubj'), ('movie', 'The', 'nsubj'), ('innovative.', 'The', 'nsubj'), ('innovative.', 'is', 'nsubj')]"
The movie is great.,"[('The', 'VB'), ('movie', 'NN'), ('is', 'DT'), ('great.', 'VB')]","[('is', 'great.', 'root'), ('great.', 'movie', 'obj'), ('is', 'is', 'root'), ('movie', 'great.', 'obj')]"
The movie was amazing.,"[('The', 'VB'), ('movie', 'VB'), ('was', 'DT'), ('amazing.', 'RB')]","[('was', 'amazing.', 'nsubj'), ('movie', 'movie', 'obj'), ('was', 'The', 'obj'), ('movie', 'was', 'root')]"
The movie feels great.,"[('The', 'JJ'), ('movie', 'PRP'), ('feels', 'VB'), ('great.', 'NN')]","[('The', 'The', 'nsubj'), ('movie', 'movie', 'obj'), ('The', 'The', 'obj'), ('The', 'great.', 'obj')]"
The product looks boring.,"[('The', 'NN'), ('product', 'JJ'), ('looks', 'NN'), ('boring.', 'NN')]","[('looks', 'The', 'obj'), ('boring.', 'looks', 'obj'), ('boring.', 'boring.', 'nsubj'), ('boring.', 'The', 'nsubj')]"
This design is fantastic.,"[('This', 'JJ'), ('design', 'RB'), ('is', 'PRP'), ('fantastic.', 'DT')]","[('fantastic.', 'is', 'root'), ('is', 'This', 'root'), ('is', 'is', 'obj'), ('is', 'fantastic.', 'obj')]"
The product is boring.,"[('The', 'PRP'), ('product', 'VB'), ('is', 'RB'), ('boring.', 'VB')]","[('product', 'is', 'root'), ('is', 'boring.', 'obj'), ('product', 'boring.', 'root'), ('boring.', 'The', 'obj')]"
The product feels amazing.,"[('The', 'RB'), ('product', 'DT'), ('feels', 'NN'), ('amazing.', 'VB')]","[('The', 'product', 'obj'), ('amazing.', 'The', 'obj'), ('The', 'product', 'obj'), ('amazing.', 'The', 'nsubj')]"
The experience looks innovative.,"[('The', 'DT'), ('experience', 'DT'), ('looks', 'RB'), ('innovative.', 'VB')]","[('looks', 'looks', 'obj'), ('The', 'looks', 'obj'), ('experience', 'looks', 'nsubj'), ('experience', 'The', 'nsubj')]"
This service seems amazing.,"[('This', 'DT'), ('service', 'JJ'), ('seems', 'PRP'), ('amazing.', 'JJ')]","[('amazing.', 'amazing.', 'obj'), ('amazing.', 'service', 'obj'), ('amazing.', 'service', 'obj'), ('This', 'This', 'nsubj')]"
This service was boring.,"[('This', 'VB'), ('service', 'RB'), ('was', 'VB'), ('boring.', 'DT')]","[('was', 'boring.', 'root'), ('was', 'was', 'root'), ('was', 'boring.', 'obj'), ('was', 'boring.', 'nsubj')]"
The experience was terrible.,"[('The', 'RB'), ('experience', 'NN'), ('was', 'DT'), ('terrible.', 'RB')]","[('experience', 'was', 'obj'), ('experience', 'experience', 'nsubj'), ('experience', 'The', 'nsubj'), ('experience', 'terrible.', 'nsubj')]"
This design looks mediocre.,"[('This', 'RB'), ('design', 'NN'), ('looks', 'VB'), ('mediocre.', 'VB')]","[('This', 'mediocre.', 'obj'), ('This', 'mediocre.', 'root'), ('mediocre.', 'mediocre.', 'obj'), ('design', 'This', 'nsubj')]"
The movie seems terrible.,"[('The', 'JJ'), ('movie', 'NN'), ('seems', 'DT'), ('terrible.', 'PRP')]","[('movie', 'terrible.', 'nsubj'), ('terrible.', 'movie', 'nsubj'), ('movie', 'The', 'nsubj'), ('terrible.', 'movie', 'root')]"
The app was mediocre.,"[('The', 'RB'), ('app', 'DT'), ('was', 'PRP'), ('mediocre.', 'PRP')]","[('app', 'mediocre.', 'obj'), ('mediocre.', 'mediocre.', 'nsubj'), ('app', 'was', 'nsubj'), ('mediocre.', 'app', 'root')]"
The app was boring.,"[('The', 'JJ'), ('app', 'RB'), ('was', 'NN'), ('boring.', 'DT')]","[('The', 'boring.', 'obj'), ('The', 'app', 'nsubj'), ('was', 'boring.', 'obj'), ('was', 'was', 'nsubj')]"
The experience was mediocre.,"[('The', 'DT'), ('experience', 'PRP'), ('was', 'JJ'), ('mediocre.', 'RB')]","[('The', 'was', 'nsubj'), ('was', 'The', 'obj'), ('was', 'The', 'nsubj'), ('experience', 'mediocre.', 'obj')]"
The experience feels fantastic.,"[('The', 'JJ'), ('experience', 'NN'), ('feels', 'PRP'), ('fantastic.', 'DT')]","[('The', 'fantastic.', 'nsubj'), ('The', 'fantastic.', 'root'), ('The', 'feels', 'obj'), ('feels', 'experience', 'root')]"
The app is innovative.,"[('The', 'NN'), ('app', 'NN'), ('is', 'JJ'), ('innovative.', 'DT')]","[('is', 'The', 'obj'), ('is', 'is', 'root'), ('The', 'innovative.', 'root'), ('is', 'app', 'root')]"
This service is mediocre.,"[('This', 'RB'), ('service', 'PRP'), ('is', 'JJ'), ('mediocre.', 'NN')]","[('mediocre.', 'is', 'nsubj'), ('This', 'service', 'root'), ('This', 'This', 'nsubj'), ('This', 'This', 'root')]"
The app looks amazing.,"[('The', 'JJ'), ('app', 'VB'), ('looks', 'RB'), ('amazing.', 'VB')]","[('amazing.', 'The', 'nsubj'), ('app', 'looks', 'root'), ('amazing.', 'The', 'root'), ('The', 'app', 'nsubj')]"
This design was terrible.,"[('This', 'DT'), ('design', 'NN'), ('was', 'JJ'), ('terrible.', 'RB')]","[('This', 'This', 'root'), ('terrible.', 'This', 'obj'), ('This', 'This', 'obj'), ('was', 'was', 'obj')]"
This design looks innovative.,"[('This', 'VB'), ('design', 'PRP'), ('looks', 'DT'), ('innovative.', 'VB')]","[('This', 'design', 'root'), ('looks', 'innovative.', 'obj'), ('looks', 'looks', 'obj'), ('looks', 'looks', 'root')]"
The movie looks amazing.,"[('The', 'JJ'), ('movie', 'VB'), ('looks', 'RB'), ('amazing.', 'NN')]","[('movie', 'The', 'obj'), ('The', 'looks', 'root'), ('The', 'movie', 'root'), ('The', 'The', 'root')]"
The experience was fantastic.,"[('The', 'VB'), ('experience', 'RB'), ('was', 'NN'), ('fantastic.', 'NN')]","[('experience', 'was', 'root'), ('fantastic.', 'was', 'root'), ('fantastic.', 'The', 'root'), ('fantastic.', 'fantastic.', 'nsubj')]"
This service seems amazing.,"[('This', 'VB'), ('service', 'NN'), ('seems', 'NN'), ('amazing.', 'RB')]","[('amazing.', 'This', 'root'), ('seems', 'amazing.', 'root'), ('amazing.', 'amazing.', 'root'), ('service', 'This', 'obj')]"
This design feels great.,"[('This', 'NN'), ('design', 'VB'), ('feels', 'NN'), ('great.', 'DT')]","[('design', 'feels', 'obj'), ('design', 'great.', 'obj'), ('feels', 'feels', 'root'), ('feels', 'feels', 'root')]"
The movie seems innovative.,"[('The', 'PRP'), ('movie', 'VB'), ('seems', 'RB'), ('innovative.', 'NN')]","[('movie', 'movie', 'obj'), ('seems', 'innovative.', 'nsubj'), ('movie', 'The', 'root'), ('movie', 'The', 'root')]"
The app was terrible.,"[('The', 'NN'), ('app', 'DT'), ('was', 'PRP'), ('terrible.', 'VB')]","[('terrible.', 'terrible.', 'root'), ('app', 'was', 'obj'), ('was', 'app', 'nsubj'), ('The', 'app', 'root')]"
The product seems innovative.,"[('The', 'VB'), ('product', 'VB'), ('seems', 'DT'), ('innovative.', 'DT')]","[('seems', 'seems', 'obj'), ('product', 'seems', 'root'), ('The', 'innovative.', 'nsubj'), ('product', 'seems', 'obj')]"
This service was mediocre.,"[('This', 'NN'), ('service', 'DT'), ('was', 'JJ'), ('mediocre.', 'JJ')]","[('mediocre.', 'was', 'root'), ('was', 'service', 'nsubj'), ('was', 'service', 'nsubj'), ('service', 'was', 'obj')]"
This design feels awful.,"[('This', 'VB'), ('design', 'DT'), ('feels', 'RB'), ('awful.', 'DT')]","[('design', 'awful.', 'nsubj'), ('This', 'This', 'nsubj'), ('feels', 'feels', 'root'), ('design', 'design', 'nsubj')]"
This service seems terrible.,"[('This', 'DT'), ('service', 'NN'), ('seems', 'NN'), ('terrible.', 'NN')]","[('seems', 'service', 'obj'), ('service', 'This', 'nsubj'), ('seems', 'This', 'root'), ('This', 'This', 'obj')]"
This service looks mediocre.,"[('This', 'VB'), ('service', 'VB'), ('looks', 'VB'), ('mediocre.', 'PRP')]","[('This', 'This', 'root'), ('service', 'mediocre.', 'root'), ('looks', 'service', 'nsubj'), ('mediocre.', 'mediocre.', 'nsubj')]"
This service looks terrible.,"[('This', 'JJ'), ('service', 'NN'), ('looks', 'VB'), ('terrible.', 'PRP')]","[('service', 'terrible.', 'nsubj'), ('service', 'service', 'obj'), ('service', 'terrible.', 'root'), ('service', 'terrible.', 'root')]"
The app is terrible.,"[('The', 'JJ'), ('app', 'RB'), ('is', 'RB'), ('terrible.', 'VB')]","[('is', 'app', 'obj'), ('app', 'The', 'nsubj'), ('is', 'terrible.', 'obj'), ('terrible.', 'is', 'root')]"
The experience is awful.,"[('The', 'DT'), ('experience', 'DT'), ('is', 'VB'), ('awful.', 'RB')]","[('experience', 'awful.', 'nsubj'), ('experience', 'is', 'nsubj'), ('experience', 'is', 'root'), ('experience', 'The', 'obj')]"
The movie was terrible.,"[('The', 'JJ'), ('movie', 'NN'), ('was', 'JJ'), ('terrible.', 'PRP')]","[('movie', 'movie', 'nsubj'), ('was', 'The', 'obj'), ('movie', 'The', 'root'), ('The', 'movie', 'nsubj')]"
The experience feels amazing.,"[('The', 'DT'), ('experience', 'DT'), ('feels', 'DT'), ('amazing.', 'DT')]","[('feels', 'feels', 'obj'), ('experience', 'The', 'nsubj'), ('experience', 'The', 'root'), ('The', 'feels', 'nsubj')]"
The experience was boring.,"[('The', 'NN'), ('experience', 'RB'), ('was', 'JJ'), ('boring.', 'PRP')]","[('The', 'experience', 'root'), ('boring.', 'was', 'nsubj'), ('was', 'was', 'nsubj'), ('boring.', 'was', 'nsubj')]"
The movie seems mediocre.,"[('The', 'NN'), ('movie', 'NN'), ('seems', 'DT'), ('mediocre.', 'NN')]","[('The', 'movie', 'obj'), ('seems', 'seems', 'nsubj'), ('The', 'The', 'nsubj'), ('The', 'seems', 'nsubj')]"
This service is boring.,"[('This', 'PRP'), ('service', 'JJ'), ('is', 'NN'), ('boring.', 'VB')]","[('service', 'is', 'root'), ('is', 'is', 'root'), ('service', 'is', 'root'), ('is', 'boring.', 'nsubj')]"
The app feels amazing.,"[('The', 'PRP'), ('app', 'RB'), ('feels', 'PRP'), ('amazing.', 'RB')]","[('feels', 'feels', 'root'), ('The', 'feels', 'obj'), ('amazing.', 'amazing.', 'obj'), ('feels', 'amazing.', 'root')]"
This service seems amazing.,"[('This', 'NN'), ('service', 'VB'), ('seems', 'RB'), ('amazing.', 'DT')]","[('service', 'This', 'root'), ('service', 'This', 'nsubj'), ('amazing.', 'service', 'nsubj'), ('This', 'service', 'root')]"
The movie was innovative.,"[('The', 'RB'), ('movie', 'DT'), ('was', 'VB'), ('innovative.', 'DT')]","[('innovative.', 'The', 'root'), ('was', 'was', 'root'), ('innovative.', 'was', 'nsubj'), ('movie', 'The', 'nsubj')]"
The experience seems awful.,"[('The', 'RB'), ('experience', 'JJ'), ('seems', 'RB'), ('awful.', 'JJ')]","[('awful.', 'experience', 'obj'), ('experience', 'awful.', 'nsubj'), ('awful.', 'experience', 'root'), ('awful.', 'awful.', 'obj')]"
This service was fantastic.,"[('This', 'VB'), ('service', 'DT'), ('was', 'JJ'), ('fantastic.', 'VB')]","[('This', 'fantastic.', 'root'), ('was', 'service', 'obj'), ('This', 'service', 'obj'), ('This', 'fantastic.', 'obj')]"
The app was mediocre.,"[('The', 'VB'), ('app', 'RB'), ('was', 'DT'), ('mediocre.', 'RB')]","[('mediocre.', 'The', 'nsubj'), ('mediocre.', 'The', 'nsubj'), ('The', 'was', 'obj'), ('The', 'app', 'root')]"
The experience is awful.,"[('The', 'RB'), ('experience', 'PRP'), ('is', 'NN'), ('awful.', 'RB')]","[('The', 'is', 'nsubj'), ('awful.', 'is', 'obj'), ('experience', 'is', 'obj'), ('experience', 'experience', 'obj')]"
The movie feels great.,"[('The', 'PRP'), ('movie', 'NN'), ('feels', 'PRP'), ('great.', 'JJ')]","[('great.', 'feels', 'nsubj'), ('great.', 'movie', 'root'), ('The', 'great.', 'obj'), ('feels', 'feels', 'obj')]"
The app looks awful.,"[('The', 'RB'), ('app', 'PRP'), ('looks', 'VB'), ('awful.', 'NN')]","[('app', 'awful.', 'root'), ('looks', 'app', 'nsubj'), ('The', 'awful.', 'nsubj'), ('The', 'app', 'root')]"
The product was amazing.,"[('The', 'NN'), ('product', 'DT'), ('was', 'NN'), ('amazing.', 'DT')]","[('amazing.', 'was', 'root'), ('product', 'The', 'nsubj'), ('was', 'product', 'root'), ('amazing.', 'was', 'root')]"
The movie was terrible.,"[('The', 'DT'), ('movie', 'DT'), ('was', 'RB'), ('terrible.', 'JJ')]","[('The', 'terrible.', 'root'), ('The', 'was', 'obj'), ('was', 'movie', 'nsubj'), ('The', 'The', 'nsubj')]"
This service is boring.,"[('This', 'NN'), ('service', 'RB'), ('is', 'VB'), ('boring.', 'PRP')]","[('service', 'boring.', 'nsubj'), ('is', 'boring.', 'obj'), ('service', 'is', 'obj'), ('service', 'is', 'obj')]"
This design is awful.,"[('This', 'DT'), ('design', 'RB'), ('is', 'PRP'), ('awful.', 'JJ')]","[('This', 'design', 'nsubj'), ('is', 'awful.', 'root'), ('This', 'is', 'nsubj'), ('design', 'is', 'root')]"
The product seems fantastic.,"[('The', 'NN'), ('product', 'VB'), ('seems', 'DT'), ('fantastic.', 'PRP')]","[('product', 'seems', 'root'), ('The', 'fantastic.', 'root'), ('product', 'The', 'root'), ('seems', 'product', 'root')]"
